ls_20um_diff_pct,ls_20um_fwhm,ls_20um_n_valid,ls_20um_rms_eq9,ls_20um_rms_erf,ls_20um_scan_length,ls_20um_step_size,ls_20um_w_1090,ls_20um_w_1e2,ls_20um_w_eq9,ls_20um_w_erf,ls_20um_w_err,ls_20um_x0,ls_50um_diff_pct,ls_50um_fwhm,ls_50um_n_valid,ls_50um_rms_eq9,ls_50um_rms_erf,ls_50um_scan_length,ls_50um_step_size,ls_50um_w_1090,ls_50um_w_1e2,ls_50um_w_eq9,ls_50um_w_erf,ls_50um_w_err,ls_50um_x0,ls_best_fwhm,ls_best_w,ls_best_w_1090,ls_best_w_1e2,ls_best_w_err,ls_best_grid
0.01772142608604889,3.97651374977692,200.0,0.02882247432536863,0.02881394277097654,24.57999999999811,0.12351758793968899,4.328235129635364,3.3773398168305953,2.387716674407366,2.388139886852246,0.1098677165980202,16.94575382503409,0.0012395093047399101,1.3088543001257888,200.0,0.027069823557496816,0.027052962034387874,14.78900000000067,0.07431658291457623,1.4246220478167724,1.1116384904975505,0.786037371731667,0.7860471148587953,0.031976682723720624,13.360421862454997,1.3088543001257888,0.7860471148587953,1.4246220478167724,1.1116384904975505,0.031976682723720624,50um
