EL,cal_offset,contam_D_corr,contam_coverage_pct,contam_max_int,contam_mean_int,contam_wn,d_amp,d_amp_B1,d_amp_B2,d_amp_err,d_area,d_cen_B1_corr,d_cen_B2_corr,d_cen_corr,d_cen_err,d_cen_raw,d_fwhm,d_fwhm_B1,d_fwhm_B2,d_fwhm_err,d_rms_improvement,d_rms_modelA,d_rms_modelB,ddp_amp,ddp_area,ddp_cen_corr,ddp_cen_raw,ddp_fwhm,ddp_rms,dp_amp,dp_amp_err,dp_area,dp_cen_corr,dp_cen_err,dp_cen_raw,dp_fwhm,dp_fwhm_err,dp_ok,ferrari_LD1_amp,ferrari_LD1_area,ferrari_LD2_amp,ferrari_LD2_area,ferrari_nD1_amp,ferrari_nD1_area,ferrari_nD2_amp,ferrari_nD2_area,g_amp,g_amp_err,g_area,g_cen_corr,g_cen_err,g_cen_raw,g_fwhm,g_fwhm_err,g_rms_improvement,g_rms_modelA,g_rms_modelB,idx_best,ratio_2dg_amp,ratio_2dg_area,ratio_dg_amp,ratio_dg_area,si2to_amp,si2to_cen,si2to_cen_L,si2to_cen_W,si2to_cen_X,si2to_fwhm,si2to_rms_A,si2to_rms_B,si_cen_err,si_cen_raw,si_fwhm,si_fwhm_err,td_amp,td_amp_B1,td_amp_B2,td_amp_err,td_area,td_cen_B1_corr,td_cen_B2_corr,td_cen_corr,td_cen_err,td_cen_raw,td_classify_mono_ratio,td_fwhm,td_fwhm_B1,td_fwhm_B2,td_fwhm_err,td_fwhm_ratio_consistent,td_layer_code,td_rms_improvement,td_rms_modelA,td_rms_modelB,td_split,tdp_amp,tdp_area,tdp_cen_corr,tdp_cen_raw,tdp_fwhm,tdp_inferred_Dp,tdp_rms,contam_assignment,d_model,d_shoulder_type,g_model,si2to_model,td_fwhm_verdict,td_layer_name,td_model,td_split_type
2.33,1.080941327823325,-0.10971050769520183,66.0,21.316024315066457,11.069680035521342,1407.0,71.04048562633972,27.203719023348615,71.04048562633972,1.3344987544613807,3088.309866087976,1288.919058672177,1340.2782162132362,1340.2782162132362,0.2739949785084692,1341.3591575410596,27.675474155549956,38.2662123921477,27.675474155549956,0.9071886825297873,0.42495802178773096,10.514152236703143,6.046078901418729,39.98986707642812,2692.9364483259096,2464.003867725963,2465.0848090537866,42.87027474877846,9.415814948325584,32.325143491586466,3.7346281444810865,951.8541302386317,1624.7312636734719,1.1156800171976688,1625.8122050012953,18.746062484684114,3.538982516716774,1,26.97218627157061,22.56914474487568,1.9168638772993958,2.2908271509713853,43147835580.887024,61625593090.880104,8.670880977317906e+16,6.0710125125939096e+16,354.2366161882604,3.6712938510100677,10782.173131090887,1588.3219246621188,0.10369751944619705,1589.402865989942,19.377287074961657,0.32751130003166673,0.34348140294947366,16.182886427745974,14.129599537654066,134.0,1.1798929678459271,1.5019438855002107,0.2005452919880676,0.28642740461871213,161.46595254137588,957.3405227324245,980.8171708672234,957.3405227324245,941.2153162222128,24.729999441801684,32.771876483805386,11.090395585372722,0.09086202802906797,521.0809413278233,11.007621546100022,0.2581905430343233,417.9612923940652,411.08712640076595,417.9612923940652,23.9162101407611,16194.21900664662,2672.1838301948846,2684.812877562156,2684.812877562156,0.44351792998455847,2685.8938188899792,1.0,24.666303328304377,22.900341282942694,24.666303328304377,0.6596663076139928,1,1.0,0.34348140294947366,21.181880726385387,13.906298617378118,12.629047367271141,53.340800643010574,1811.912819021165,3241.455591263971,3242.5365325917946,21.625088346818874,1620.7277956319856,6.100880593788921,Residual MMA monomer / PMMA oligomer — C=CH2 bending,double,D⁻ lower shoulder (~1289 cm⁻¹) — strain/heavy defects,double,triple,monolayer,Monolayer,double,strain-like monolayer (split ~13 cm⁻¹)
