cal_offset,si_cen_err_GrapheneMap20,si_cen_err_SiGrid20Line,si_cen_err_SiGrid50Line,si_cen_raw_GrapheneMap20,si_cen_raw_SiGrid20Line,si_cen_raw_SiGrid50Line,si_fwhm_GrapheneMap20,si_fwhm_SiGrid20Line,si_fwhm_SiGrid50Line,si_fwhm_err_GrapheneMap20,si_fwhm_err_SiGrid20Line,si_fwhm_err_SiGrid50Line,si_offset_GrapheneMap20,si_offset_SiGrid20Line,si_offset_SiGrid50Line
1.080941327823325,0.09086202802906797,0.02040476608280406,0.021072060919083292,521.0809413278233,520.5367341760676,520.4029863202404,11.007621546100022,4.536625949654979,4.541002286014693,0.2581905430343233,0.057732944990421475,0.05962102853581719,1.080941327823325,0.5367341760676254,0.4029863202404158
